авангард1|"передовая часть"|vanguard/avant-guarde
подходящий2|"приближающийся"|approaching
подчеркивать1|в тексте|to underline
подчеркивать2|"делать акцент"|to stress
подчеркнутый1|в тексте|underlined
подчеркнутый2|"акцентируемый"|stressed
подчеркнуть1|в тексте|to underline
подчеркнуть2|"сделать акцент"|to stress
подъезд1|у дома|entrance
подъезд2|"приезд"|arrival
подъезды1|у дома|entrances
подъезды2|"приезды"|arrivals
подъем1|"поднятие"|lifting/development
подъем2|"склон"|slope/rise
